company,title,sentiment
Infosys,"TCS, Accenture, Infosys take top 3 spots in LinkedIn's 2025 top companies India list - Moneycontrol",Positive
Infosys,Infosys Share Price Highlights: Infosys Stock Price History - The Economic Times,Positive
Infosys,"TCS, Accenture, Infosys tops LinkedIn India top companies 2025 - BusinessLine",Positive
Infosys,"Bad news for this IT giant as salary hikes to be deferred, not HCL Tech, Infosys, Wipro, it is... - DNA India",Negative
Infosys,Infosys says Cognizant used its healthcare business for market control - The Economic Times,Positive
Infosys,"Infosys, TCS, HCL Tech, Tech Mahindra investors lose Rs 2.73 lakh crore since April 2; Nifty IT hits 17-month low - Business Today",Neutral
Infosys,"Infosys, TCS, Wipro, Coforge, Mphasis: IT stocks to consider ahead of Q4 results - MSN",Neutral
Infosys,Infosys down 3% today; should you buy this stock ahead of Q4 results on April 17? - Business Today,Negative
Infosys,"TCS, Infosys, Wipro, HCL Tech Q4 results FY 2025 date, time: Dividend update - Quarterly earnings schedule - ET Now",Neutral
Infosys,"Wipro, Infosys, Tech Mahindra Drop 2-4% On Fears Of US Recession Derailing Growth - outlookbusiness.com",Neutral
Infosys,"TCS, Accenture, and Infosys are the top three companies to grow your career in India, says LinkedIn report - The Economic Times",Positive
Infosys,"Infosys terminates more trainees from Mysuru campus, but offers…: Report - India Today",Positive
Infosys,"TCS, Accenture, Infosys dominate LinkedIn’s India Rankings - financialexpress.com",Neutral
Infosys,"TCS, Coforge to Infosys: IT stocks fall up to 9% after Trump’s tariffs; Nifty IT drops over 3% - Mint",Neutral
Infosys,Are you stuck with unsold land as an asset? Infosys co-founder Nandan Nilekani has a trading solution for - The Economic Times,Positive
Infosys,Infosys to trainees as it announces more layoffs at Mysuru campus: Please be informed that you have not m - Times of India,Positive
Infosys,"TCS, Accenture, Infosys ranked top 3 on LinkedIn’s 2025 Top Companies India List - Deccan Chronicle",Positive
Infosys,"IT stocks bleed as stock market crashes. Why TCS, Infosys, Wipro shares are down? - India Today",Negative
Infosys,Infosys Q4 preview: Weak revenue growth likely amid macro headwinds and US policy changes - BusinessLine,Negative
Infosys,"Infosys, TCS, HCLTech: Why are IT stocks down today? - India Today",Negative
Infosys,"Breakdown Stocks: How to trade Tata Motors, Bharat Forge and Infosys that hit a 52-week low? - The Economic Times",Positive
Infosys,"Ratan Tata’s TCS, Narayana Murthy’s Infosys, Azim Premji’s Wipro eye Rs 1727093346000 contract renewals due t - India.Com",Negative
Infosys,Infosys Limited's (NSE:INFY) Share Price Is Matching Sentiment Around Its Earnings - simplywall.st,Negative
Infosys,"Why did Infosys, Tech Mahindra and 6 other IT stocks crashes by 5% today? Check the reason - Trade Brains",Negative
Infosys,"TCS, Infosys, And Coforge Shares Plunge Amid Nifty IT Index Decline On Global Tariff Concerns - Samco",Neutral
Infosys,"Cognizant has message for TCS, Infosys, Wipro, HCL Tech & other peers - Business Today",Negative
Infosys,"After layoffs at Narayana Murthy’s Infosys, another company to cut 2000 jobs in…, to shakes up its…, the nam - India.Com",Neutral
Infosys,"Infosys enforces strict training criteria, lays off trainees - peoplematters.in",Neutral
Infosys,"Infosys, TCS, Persistent Systems, other IT stocks decline up to 5% ahead of Trump tariff reveal - Moneycontrol",Negative
Infosys,Bengaluru Infosys Employee Turns Bike Taxi Rider to Stay Productive and Combat - newskarnataka.com,Neutral
Infosys,"LinkedIn Top Companies 2025 India: TCS, Accenture, Infosys, Cognizant and others; 25 workplaces to grow your career - FULL LIST - ET Now",Positive
Infosys,Abacus FCF Advisors LLC Invests $1.82 Million in Infosys Limited (NYSE:INFY) - MarketBeat,Negative
Infosys,"Stock Market Highlight: Nifty Ends Above 22,500, Sensex Up 1,000 Points; Infosys Among Top Gainers - NDTV Profit",Positive
Infosys,"Jefferies downgrades, cuts target of IT stocks by up to 35%; highlights top picks - CNBC TV18",Positive
Infosys,"Computing India’s AI future: Google, Infosys, TCS, others look to chip in - StartupNews.fyi",Neutral
Infosys,"TCS, Accenture, Infosys Among LinkedIn’s Top Companies – What Makes Them The Dream Employers Of 2025? - Goodreturns",Positive
Infosys,Infosys Employee Moonlighting as Bike Taxi Rider in Bengaluru Goes Viral - Deccan Chronicle,Neutral
Infosys,"Infosys, Wipro, TCS among tech giants blacklisted in US recruiter's leaked email: 'Not the right fit' - Hindustan Times",Positive
Infosys,"Bad news for employees of this company, over 700 sacked due to..., not Narayana Murthy's Infosys, Ratan Tata' - India.Com",Negative
Infosys,"Infosys, TCS, Tech Mahindra, HCL Tech, Wipro: IT stocks tumble after 'Liberation Day' announcement, check details - Business Today",Neutral
Infosys,"Q4 Results 2025: When Will TCS, Infosys, HCLTech, LTIMindtree And Other IT Firms Announce Earnings? - NDTV Profit",Negative
Infosys,Jefferies says 'buy' Infosys on attractive risk-reward but cuts share price target by 15% - CNBC TV18,Positive
Infosys,"How Trump tariffs may affect TCS and Infosys, as per Moody's - CNBC TV18",Neutral
Infosys,Infosys Share Price Falls ₹43 – Sharp 3.05% Drop Jolts Investors on 9 April - Hindustan Herald,Negative
Infosys,"From TCS To Infosys, Here Are The Top 10 Companies To Work For In India In 2025 According To LinkedIn - Mashable India",Positive
Infosys,Bad news for India's IT sector employees as new company formations decline by 90% due to...; Infosys home Ben - India.Com,Negative
Infosys,"Nifty IT Index Jumps 3%, Led By Persistent Systems, Coforge & Infosys - News18",Neutral
Infosys,"TCS, Infosys to Coforge: Indian IT stocks bleed up to 6% as US recession fears mount. Is the worst yet to come? - Mint",Negative
Infosys,"Infosys Q4 results date and time, Dividend 2025 News: Cash reward announcement in board meeting? Quarterly earnings schedule - ET Now",Neutral
Infosys,"Buy, Sell Or Hold: Trent, L&T, Titan, Infosys, Tata Motors, Bajaj Finserv, Bharat Forge — Ask Profit - NDTV Profit",Neutral
Infosys,Infosys Deepens AI-Powered Banking Partnership: Major Win with AIB's Digital Transformation - Stock Titan,Positive
